9926,buckboard,B2163
3922,wet-clothes,W3243
9340,chemical-analysis,C5245
554,casino,C25
9632,hyoid-bone,H315
2720,deal-gone-wrong,D4256
8149,insulin,I5245
6823,grandchild,G6532
7384,defeat,D13
6449,popcorn,P1265
8398,audience-participation,A3521
4732,oil-magnate,O4525
8326,lear-jet,L623
269,bachelor-party,B2461
7116,casting-director,C2352
2660,potassium-chloride,P3252
5853,dormitory,D6536
9258,throw-knife,T6251
7137,hypodermic-needle,H1365
5604,resurrection,R2623
5716,deaf-woman,D15
3251,death-of-girlfriend,D3126
8091,russian-aristocrat,R2562
5620,whipping,W152
4193,mother-daughter-kiss,M3632
6245,doubt,D13
7745,pencil,P524
9283,accessory-to-murder,A2635
7389,shipwreck,S162
1126,organized-crime,O6252
5101,bullhorn,B465
1078,baby,B1
6152,secret-passageway,S2631
2494,80s-music,S52
3466,newcastle-england,N2345
431,art-studio,A6323
9191,shoe-dangling,S3524
3608,challenge,C452
8732,19-year-old,Y643
6708,jeep,J1
5075,skeletal-remains,S2434
2642,film-critic,F4526
4401,slave-owner,S4156
1046,coffin,C15
954,firefighting,F6123
7541,lock,L2
637,benz,B52
5217,salvation-army,S4135
6125,three-headed-creature,T6326
5278,failed-brakes,F4316
5546,flamenco,F452
8606,trumpet,T6513
5591,educational,E3235
5615,martyr,M636
1274,memorial-service,M5642
9556,lunchbox,L5212
2863,public-humiliation,P1425
6019,animal,A54
515,pseudo-sociology,P2324
9645,manacles,M5242
6440,lamb,L51
6950,patrol-plane,P3641
570,reference-to-matisse,R1652
4496,wallpaper,W416
5985,wristwatch,W6232
6128,gardner,G6356
9242,tabby-cat,T123
6408,white-slavery,W3241
290,hawk,H2
8183,autograph,A3261
6957,tomato,T53
7255,venice-beach-california,V5212
2468,nude-model,N3534
4477,ontario-canada,O5362
1822,fire-escape,F621
347,father-son-relationship,F3625
5392,changing-tire,C5252
6973,statue-of-angel,S3152
2218,cross-dressing,C6236
7097,producer,P6326
4412,mute,M3
8168,strychnine,S3625
3062,lab-partner,L1635
8372,rally-car,R426
748,motorcycle,M3624
1514,home-improvement,H5161
5475,solar-system,S4623
920,11th-century,T2536
975,dungeons-and-dragons,D5252
7713,hobby,H1
5332,derelict,D6423
6215,burping,B6152
4440,cassette-tape,C231
5193,python,P35
5142,belch,B42
319,snake,S52
1515,kiss,K2
1617,bar,B6
7845,cage,C2
2058,kill-witness,K4352
8354,nissan-gt-r,N2523
5136,fatal-accident,F3423
9120,consul,C524
351,truth,T63
7495,persia,P62
314,missing-husband,M2521
4153,footsteps-on-ceiling,F3231
3612,glasses,G42
9551,chinese-water-torture,C5236
2534,tourist-attraction,T6236
1291,society,S23
7093,meta,M3
3727,stuffed-toy-animal,S3135
9660,female-reporter,F5461
5622,agriculture,A2624
2357,goalkeeper,G4216
5083,witness,W352
6469,hostess,H232
8660,borderline,B6364
4546,scratching-face,S2632
2204,gay-parent,G1653
601,boutique,B32
7698,reverse-footage,R1621
7229,narcotics-squad,N6232
3389,children's-tv-show,C4365
1889,evacuation,E1235
6348,space-exploration,S1214
5371,sibling-rivalry,S1452
9067,pulling-hair,P4526
6796,gumball-machine,G5145
6833,air-force-base,A6162
97,lifting-up-dress,L1352
1516,market-research,M6236
6751,hockey-jersey,H262
6491,machismo,M25
1033,scary,S26
7775,wild-bill-hickok,W4314
3552,linguist,L523
6454,cheating-at-a-game,C3523
3182,gratitude,G63
6374,table-tennis,T1435
4042,sleeplessness,S4142
5648,frog-dissection,F6232
1509,porch-swing,P6252
1055,scare,S26
2956,action-figure,A2351
7271,security-firm,S2631
4708,state-police,S3142
9687,manuscript,M5261
9127,cheating-wife,C3521
9296,brandy-snifter,B6532
58,prank,P652
463,festival,F2314
2522,system,S235
366,cliffhanger-ending,C4152
6181,toy-car,T26
494,sergeant,S6253
8358,maserati-bora,M2631
6995,reference-to-orville-redenbacher,R1652
876,wilhelm-scream,W4526
1614,security-camera,S2632
9678,smelling-salts,S5452
5079,quarry,Q6
1172,food-as-sex-metaphor,F3253
9207,forged-signature,F6232
6709,manhole,M54
4138,broken-vase,B6251
7837,johannesburg-south-africa,J5216
1228,botox,B32
7207,identity-theft,I3531
9027,escaped-mental-patient,E2135
6292,steel,S34
220,colleagues,C42
3290,warfare,W616
887,rebar,R16
7962,roulette,R43
2208,gay-bar,G16
5723,reproduction,R1632
5405,briefing,B6152
7577,devotion,D135
2963,reference-to-abraham-lincoln,R1652
2454,collecting,C4235
5347,german-shepherd,G6521
5042,childhood-depression,C4316
7575,beggar,B26
6805,thank-you-gift,T5213
1935,shot-in-the-back,S3531
1613,robot,R13
6525,sugar-art,S263
6674,naval-ships,N1421
457,crafts-shop,C6132
4148,face-wound,F253
7372,jug,J2
709,hearing-noises,H6525
1944,mexican-border,M2516
190,home-made-sex-tape,H5323
1448,hangover,H5216
6738,tv-quiz-show,T12
2628,teen-comedy,T5253
9046,pressure-from-son,P6261
1402,korean,K65
2361,latino,L35
9210,lily,L4
890,soap,S1
509,gay-lifestyle,G4123
9436,insurance-agent,I5265
6780,solo-performance,S4161
752,reference-to-facebook,R1652
5560,manor,M56
6398,baby-selling,B1245
7516,pitcher,P326
5533,eucharist,E2623
3861,bed-moves-by-itself,B3512
5930,creek,C62
9512,play-writing,P4635
877,actual-animal-killed,A2345
5531,love-and-hate-relationship,L1536
4611,unfaithfulness,U5131
2032,medal,M34
5237,brick-through-window,B6236
6411,superhuman-strength,S1652
3549,job-interview,J1536
9209,killed-with-a-hammer,K4356
7666,phone-booth,P513
3155,thanksgiving,T5215
5414,au-pere,A16
7042,soprano,S165
9570,sombrero,S516
5260,ex-husband,E2153
103,painting,P5352
7902,atmosphere,A3521
2877,oreos,O62
6186,wind-up-toy,W5313
2485,biker,B26
3515,greenhouse,G652
214,bedroom,B365
3900,possessed-human,P235
3298,decade,D23
2548,principal,P6521
9527,abuse-of-power,A1216
8623,jar,J6
5678,childhood-photo,C4313
1626,modern-love,M3654
8939,bourbon,B615
2973,hope,H1
316,missing-pet,M2521
9400,throwing-money-into-the-air,T6525
5395,fox-hunt,F253
1795,off-screen-rape,O1265
4942,shakespeare's-macbeth,S2162
2004,sit-on-cactus,S3523
8933,death-certificate,D3263
6614,animal-cake,A542
4573,corporal-punishment,C6164
7213,reference-to-randolph-scott,R1652
9853,ignoring-advice,I2565
2986,millennium-bug,M4512
3385,pregnant-lesbian,P6253
2066,falling-into-river,F4525
53,rapper,R16
1216,taxes,T2
2313,fatal-attraction,F3436
5923,little-lulu,L34
4198,taoist-priest,T2316
5851,assembly-line,A2514
1347,ohio,O
8497,handstand,H5323
6643,charity-benefit,C6315
8504,shot-with-an-arrow,S356
8951,mortar-and-pestal,M6365
1455,bear-claw,B624
3145,islamophobia,I2451
6640,rockettes,R232
1252,unwanted-houseguest,U5323
5975,bellhop,B41
6100,skateboarding,S2316
4491,stepfather-stepdaughter-relationship,S3136
3124,10-year-old,Y643
5413,scratching-someone's-face,S2632
2905,superhero,S16
987,destiny,D235
2546,foreign-language-adaptation,F6254
1934,posse,P2
563,man-made-lagoon,M5342
6679,ronald-mcdonald-house,R5435
7254,obscene-telephone-call,O1253
1552,number-as-title,N5162
1421,borscht,B623
1749,pistol,P234
3824,prophetic-dream,P6132
7687,explosive,E2142
7598,djinn,D25
9349,poisoning,P252
7636,little-person,L3416
9054,nairobi-kenya,N6125
2769,suicide-pill,S2314
7184,television-set,T4125
5774,figure-skater,F2623
2249,lawsuit,L23
9577,staring,S3652
6137,tantrum,T5365
8385,renault-5-turbo,R5436
6265,1880s,S
280,drug,D62
8696,highway-patrol,H2136
9395,hand-slap,H5324
7683,breaking-a-mirror,B6252
403,cold-war,C436
5362,private-plane,P6131
8990,wheelbarrow,W416
7555,loss-of-pet,L213
1459,cd,C3
3427,once-upon-a-time-in-the-title,O5215
8331,airfield,A6143
1849,whispering,W2165
7031,family-saga,F542
3777,shut-in,S35
4002,screaming-in-fear,S2652
1209,mailman,M45
5431,catholicism,C3425
8946,erlenmeyer-flask,E6456
203,boy-scouts,B232
1710,ak-47,A2
6978,closing-eyes-of-dead-person,C4252
8396,tokyo-japan,T215
9281,guilty-verdict,G4316
7535,feather,F36
4937,louisiana,L25
8086,italian-american,I3456
7654,some-scenes-animated,S5252
500,homosexual,H524
29,withheld-information,W3435
3712,door-closes-by-itself,D6242
9951,stuck-in-mud,S3253
5168,skinny-dipping,S2531
803,rock-band,R2153
7154,merry-undertaker,M6536
3891,little-boy,L341
8825,family-home,F545
4457,gunpowder,G5136
8807,spain,S15
4604,laser,L26
8493,basket,B23
9133,troubled-company,T6143
8336,runway,R5
2990,reminiscence,R5252
4265,tea-kettle,T234
7052,masking-tape,M2523
7951,peroxide-blonde,P6231
6053,chicken-egg,C252
414,bathtub,B31
5657,learning-disability,L6523
7065,hdslr-filmmaking,H3246
3193,presidential-election,P6235
8530,adventurer,A3153
5282,killing-a-dog,K4523
7821,lust,L23
73,adultery,A3436
438,politics,P432
4333,cigarette-smoking,C2632
8783,abusive-aunt,A1215
5370,ransom,R525
843,tattoo,T3
6619,science-center,S2525
15,denial,D54
1305,baseball-stadium,B2142
9873,lighting-fuse,L2352
8917,digging,D252
3306,android,A5363
5272,car-keys,C62
7799,russian-civil-war,R2521
7442,ball,B4
6424,columbia,C451
7439,algonquin-indian,A4252
660,anthropomorphism,A5361
3070,wedding-planning,W3521
522,based-on-dutch-tv-series,B2353
5684,overalls,O1642
3989,grand-opening,G6531
3365,internet-domain-in-title,I5365
7882,identity,I353
2307,diabetes,D132
5618,pontius-pilate,P5321
9670,antenna,A535
6752,hockey-player,H2146
2109,shotgun,S325
4567,medieval-times,M3143
4110,brushing-teeth,B6252
5838,porn-actor,P6523
2881,car-trouble,C6361
8846,workplace-violence,W6214
5234,contract-killer,C5362
7170,18th-street,T2363
3104,golf-ball,G414
3816,cloaked-figure,C4231
5039,billiard-contest,B4632
3392,actor-name-in-title,A2365
7451,dishonesty,D2523
559,fine-dining,F5352
1660,army-officer,A6512
7623,south-seas,S32
6949,naval-disaster,N1432
5025,shoeprint,S1653
8297,inaugural-flight,I5264
4389,able-to-hear-the-dead,A1436
6006,halloween-party,H4516
4146,dog-hair,D26
3986,feeling-stressed,F4523
340,web,W1
7139,kindness,K5352
5556,family-gathering,F5423
3018,holocaust-survivor,H4232
9753,breaking-key-in-the-lock,B6252
1189,police-bust,P4212
325,day,D
1661,arrest,A623
8490,lifted-by-helium-balloon,L1314
7822,scoundrel,S2536
2767,mouth-taped-shut,M3132
8420,government,G1653
8006,morphia,M61
100,naive-woman,N15
5001,dishonest-doctor,D2523
8820,mathematics,M3532
8707,belgium,B425
3433,black-shirt,B4263
5609,nanotechnology,N5325
4729,interracial-marriage,I5362
205,gambling-debt,G5145
102,onion,O5
7958,chemin-de-fer,C5316
5084,acid-in-face,A2351
2198,bigotry,B236
8703,estranged-couple,E2365
5111,garage,G62
2501,peace-corps,P2612
6782,tv-show-host,T123
8876,false-police-report,F4214
9486,violin-case,V452
8586,bowling-ball,B4521
1842,explosive-vest,E2142
6743,fishing-trip,F2523
2830,thief,T1
4710,elitism,E4325
1840,suspended-by-arms,S2153
4064,compulsion-to-draw,C5142
2585,mozambique,M2512
6598,king-tut,K523
9957,flush,F42
7872,ronin,R5
7660,forest-fire,F6231
3318,gay-friend,G1653
1581,beach-house,B2
8983,latin-title,L3534
7634,henchman,H525
3373,giving-birth,G1521
7355,animal-licking-someone,A5425
8074,archeology,A6242
8598,jumping-from-height,J5152
4640,wartime-shortage,W6352
8415,condoleezza-rice,C5342
1,number-in-title,N5165
8821,passion,P25
9493,telephone-booth,T4151
8724,second-chance,S2532
5587,symbol,S514
7571,stairway,S36
4887,mystery-villain,M2361
2379,soccer-practice,S2616
2111,atlanta-georgia,A3453
889,bare-chested-male,B6235
8289,ren'ai,R5
2848,homemaker,H526
3595,hiding,H352
1584,sister,S236
856,lifestyle,L1234
7025,multiple-time-frames,M4314
7720,black-sedan,B4235
1571,swimming,S52
5423,kitchen-knife,K3252
7576,commitment,C5353
1987,last-will-and-testament,L2345
8516,time-portal,T5163
9447,prison-uniform,P6251
5719,parentage,P6532
4523,springfield-illinois,S1652
1546,hyphen-in-title,H1534
1506,caviar,C16
1318,cleveland-indians,C4145
2070,hole-in-the-wall-bunch,H4534
4862,frustration,F6236
8818,greek-philosophy,G6214
4763,fencing-school,F5252
2291,urinating-in-public,U6535
2383,stadium,S35
3462,1860s,S
2270,animal-bite,A5413
6893,shooting-instructor,S3525
6251,shyness,S52
6515,construction,C5236
6060,giant-egg,G532
1789,black-woman-murdered,B4256
5857,suicide-net,S2353
965,apollo,A14
7279,stepsister,S3123
9097,count,C53
9937,buying-a-horse,B5262
5156,campus,C512
9203,calling-the-police,C4523
1453,signing-a-contract,S2525
3500,time-lapse-photography,T5412
6985,monument,M53
1180,spreadeagle,S1632
8662,dirty-cop,D6321
2887,menstruation,M5236
5245,irish,I62
3305,dark-comedy,D6253
422,news-team,N235
9411,lawlessness,L4252
2303,reference-to-richard-nixon,R1652
4358,quarrel-between-parent-and-child,Q6413
5978,inn,I5
6522,replica,R142
346,father-in-law,F3654
3102,on-the-rebound,O5361
8498,ink,I52
6571,good-housekeeping,G3215
5949,sierra-nevada-mountains,S6513
6287,mushroom,M265
3429,variety,V63
7413,discus,D2
8121,blood-in-water,B4353
9327,morse-code,M623
3716,government-subsidy,G1653
9272,vermouth,V653
7236,hot-dog-stand,H3235
5236,security-leak,S2634
7147,swinging-sixties,S5252
4561,footprints,F3165
1771,treason,T625
2553,abusive-husband,A1212
7825,vignette,V253
3892,lord's-prayer,L6321
2153,chance,C52
9557,park-bench,P6215
7143,old-fashioned-manners,O4312
1468,playing-cowboys-and-indians,P4521
6734,premiere-party,P6561
1051,mastermind,M2365
3850,six-year-old,S2643
1465,inspiration,I5216
309,ghost,G23
7282,tv-movie,T151
6878,maui-hawaii,M
692,kicking-someone,K2525
3343,tied-up-while-barefoot,T3141
4981,prime-suspect,P6521
6420,mercenary,M6256
8506,strongman,S3652
8981,cap-and-gown,C1532
5766,rural,R64
8616,buoy,B
4962,police-detective,P4232
2041,newspaper-editor,N2163
9102,mysterious-behavior,M2362
7778,opening-action-scene,O1523
2025,murder-plot,M6361
4257,nursery,N626
7026,windsor-ontario,W5326
2648,controversial,C5361
4952,aviation,A135
4192,mansion,M525
9731,gasoline-station-robbery,G2452
7488,cook-pot,C213
3229,parental-death,P6534
2267,reference-to-david-blaine,R1652
9171,pass-the-buck,P2312
1490,clothes-closet,C4324
754,reference-to-harry-potter,R1652
4320,dead-grandfather,D3265
74,black-lace-panties,B4242
2499,compassion,C5125
6088,alarm-clock,A4652
375,abusive-father,A1213
3428,unwanted-pass,U5312
3609,chauvinist,C1523
3903,religious-ritual,R4263
3386,multiple-birth,M4314
3023,chapel,C14
6703,whisk,W2
4248,daydream,D365
7723,it-was-all-a-dream,I3243
788,police-officer,P4212
4616,future-technology,F3632
3402,monologue,M542
71,1940s,S
1131,undercover,U5362
5650,suicidal-thoughts,S2343
9233,locked-in,L235
1410,riches-to-rags,R2362
5631,weather-radar,W3636
3059,sabbath,S13
1236,chef,C1
1058,voice-changer,V2526
5712,road-movie,R351
1781,pregnant-woman-murdered,P6253
4927,guillotine,G435
2008,father-disapproves-of-boyfriend,F3632
6843,celebrity-interview,C4163
6879,moon-bounce,M5152
1727,disarming-someone,D2652
3635,colonialism,C4542
4283,reference-to-isis,R1652
9141,birdcall,B6324
3761,aunt-niece-relationship,A5352
7640,based-on-video-game,B2351
783,sketch-comedy,S2325
8812,reconstruction,R2523
6206,newfoundland-canada,N1534
1361,kansas-city,K523
301,strip-club,S3612
8711,alcatraz,A4236
2718,conjugal-visit,C5241
4012,divining-rod,D1526
7568,protection,P6323
7850,pursuit,P623
3002,miscarriage,M262
2795,murder-of-family,M6361
760,celebration,C4163
3985,erratic-behavior,E6321
712,daughter,D236
11,blind-date,B453
8576,smoke,S52
311,bunker,B526
5984,toy-motorcycle,T5362
3108,lavatory,L136
5710,denver-colorado,D5162
1165,bra,B6
165,gay-couple,G214
6209,insult,I5243
5909,washed-ashore,W2326
5966,children's-home,C4365
7014,indiana,I535
2309,oral-rape,O6461
1786,dead-stewardess,D3236
131,based-on-supposedly-true-story,B2352
3570,inner-voice,I5612
8058,execution-by-hanging,E2351
9635,palm-beach-florida,P4512
2813,sociopath,S213
2948,hair-color,H6246
4033,birthday-present,B6316
6739,award,A63
4438,bullet-hole,B434
9368,irish-sweepstakes,I6212
7450,cutting-hair,C3526
7600,falling-from-a-tree,F4521
2226,second-city,S2532
8841,shot-through-a-door,S3623
7809,kidnapped-boy,K3513
9952,tnt,T53
7695,old-man,O435
1420,bartender,B6353
4379,police-dispatcher,P4232
4038,divorcee,D162
8889,childhood-enemy,C435
1155,violin-player,V4514
1709,work,W62
1321,milwaukee-wisconsin,M4252
4324,mechanic,M252
94,italian-army,I3456
8491,serpent,S6153
6898,wedding-ceremony,W3526
8351,garbage-truck,G6123
4589,india,I53
5661,violin,V45
87,farce,F62
3724,smothered-to-death,S5363
1137,puppy-love,P141
9267,behavior-dictated-by-hidden-person-with-weapon,B1632
7635,hitman,H35
8144,tobacconist,T1252
653,female-fbi-agent,F5412
355,interview,I5361
8646,voice-over-letter,V2164
266,beach,B2
6228,offshore,O126
267,pizza,P2
7121,lost-film,L2314
4073,fever,F16
6339,talking-fish,T4252
3012,quitting-a-job,Q3521
7692,ladder,L36
1093,lgbtq,L2132
8303,customs,C2352
2822,law,L
713,ex-wife,E21
586,horse-riding,H6263
8953,retort,R363
6937,greek,G62
6142,green,G65
953,ambulance,A5145
9771,swimsuit-model,S5235
6927,atrocity,A3623
7470,order,O636
3256,greed,G63
9595,greensleeves,G6524
1517,office,O12
9190,female-stockinged-foot,F5423
2959,muffin,M15
1027,snowy-landscape,S5453
7884,evening-show,E152
5947,search-and-rescue,S6253
8900,sound-effects,S5312
519,japan,J15
6219,morning-show,M652
6435,mayor,M6
2330,bombing,B5152
9380,lighting-pipe,L2352
1376,ice-hockey,I2
7998,archeological-dig,A6242
9907,high-powered-rifle,H2163
6531,family-day,F543
680,punched-in-the-face,P5235
3219,based-on-book,B2351
6110,based-on-opera,B2351
3085,coffee,C1
2019,father-hits-son,F3632
8647,state-visit,S3123
4519,safe,S1
3813,breaking-down-door,B6252
50,band,B53
1411,roommate,R53
608,giraffe,G61
3663,penetration,P5363
307,visual-hallucination,V2425
8937,bank,B52
7438,bread,B63
7888,dunkirk,D5262
3568,gallows,G42
5701,teenage-angst,T5252
6312,civil-liberties,C1416
4893,slavery,S416
5896,flash-flood,F4214
9694,two-man-saw,T52
7386,hurdle,H634
6952,portrait-painting,P6363
8382,electric-car,E4236
7828,soviet-afghanistan-war,S1312
8027,holiday-cruise,H4326
6174,sled,S43
6546,stage-play,S3214
5275,computer-program,C5136
2428,tea-ceremony,T265
6899,wedding-party,W3521
381,face-slap,F241
972,death-of-sweetheart,D3123
5228,hostel,H234
3735,dead-father,D3136
8620,disloyalty,D243
979,dating,D352
6523,small-business-owner,S5412
7730,caveman,C15
6983,indianapolis-500,I5351
9177,stock-speculation,S3212
6115,medicine,M325
3270,hooker,H26
5047,identifying-a-dead-body,I3531
2655,forensic-evidence,F6521
6255,labor-saving-device,L1621
4089,mourning,M652
1522,george-w.-bush,G6212
4706,plant-cutting,P4532
8718,techno,T25
1299,australian-and-new-zealand-army-corps,A2364
8269,training,T652
3099,mentally-handicapped,M5345
2974,lollipop,L41
2575,current-affairs,C6531
5115,male-in-shower,M4526
9539,maniac,M52
2096,refugee,R12
7968,religious-fanatic,R4215
1409,rich-poor,R216
3840,footsteps,F3231
1401,female-protagonist,F5416
7824,social-climber,S2424
3479,detective-series,D3231
9290,piano-player,P5146
4517,reference-to-nat-king-cole,R1652
3311,male-frontal-nudity,M4165
8171,calais-france,C4216
6203,fighter-plane,F2361
3202,bloody-nose,B4352
7310,antarctic,A5362
8714,electronic,E4236
9289,moving-a-dead-body,M1523
1683,television-news,T4125
1940,religious-order,R4263
5322,hearse,H62
3338,seduction,S3235
6333,eating-apple,E3521
2292,elevator,E4136
7718,sound-recording,S5362
9554,cheesecake-poster,C2123
5623,farming,F652
7707,bodily-smashing-through-a-wall,B3425
5914,folk-tale,F4234
6626,intern-coordinator,I5365
8082,threatening-letter,T6352
2920,piggie-back,P212
6602,tower-of-london,T6145
4315,braces-on-one's-teeth,B6252
3867,cereal,C64
9174,boxing-match,B2525
3283,mercy,M62
328,guild,G43
9980,kung-fu,K521
4917,tavern,T165
198,planted-evidence,P4531
2654,forensic,F652
7790,pipe-fitter,P136
1254,ebay,E1
7179,auto-theft-ring,A3136
7365,guilt,G43
3615,iron,I65
3422,comic-book-artist,C5212
974,fishwife,F21
1477,tipping,T152
8016,compulsive-thief,C5142
8721,cameo-appearance,C5165
6313,japanese-internment,J1525
8911,funhouse-mirror,F5256
2659,male-nurse,M4562
8020,septicemia,S1325
857,young-people,Y5214
2886,menarche,M562
4903,recurring-character,R2652
2947,sign-language,S2545
6676,professional-basketball-player,P6125
6691,late-night-tv-show-guest,L3523
6389,art-theft,A6313
9481,building-model-kit,B4352
2257,hip-replacement,H1614
4094,psychic-research,P2626
376,ambiguous-sexuality,A5124
3481,germany,G65
6618,mehndi,M53
8555,basilisk,B242
3458,autopsy,A312
1932,grave,G61
4129,webcam,W125
9030,practical-joke,P6232
6512,cake-decorator,C2326
2971,deacon,D25
1057,swamp,S51
7397,crisis-of-faith,C6213
8793,aunt,A53
7496,plaque,P42
3194,voting,V352
5767,interracial-friendship,I5362
2177,anti-abortion,A5316
7238,bounty-hunter,B5353
3093,anniversary,A5162
3227,nephew,N1
9609,horse-drawn-carriage,H6236
5922,based-on-comic-strip,B2352
9000,toast,T23
2867,male-rear-nudity,M4653
8784,pyromania,P65
7797,kiev-ukraine,K1265
8777,sick-man,S25
2356,goalie,G4
5596,personality,P6254
308,cappuccino,C125
6105,cryptography,C6132
1862,closed-minded,C4235
343,actor-playing-multiple-roles,A2361
8619,dead-end,D353
9578,wedding-plans,W3521
9018,scotch-and-soda,S2325
8686,car-stunt,C6235
866,blood-spatter,B4321
886,plus-size,P42
6319,bikini-car-wash,B2526
8503,quill-pen,Q415
2608,arab-spring,A6121
909,runt,R53
6465,unwed-pregnancy,U5316
8632,reverse-psychology,R1621
5056,wannabe,W51
5601,crucifixion,C6212
7701,steam,S35
2128,secretary,S2636
2557,intentionally-misspelled-title,I5353
4930,turmoil,T654
540,hang-gliding,H5243
7870,lemonade,L53
9644,handcuffed-to-someone,H5321
9201,burying-a-dead-body,B6523
3148,ski-mask,S252
6784,french-toast,F6523
7201,cattle,C34
8539,hairbrush,H6162
8377,audi-rs5,A362
6581,hubble-space-telescope,H1421
7136,gentleman,G5345
8356,driving-instructor,D6152
8134,loss-of-memory,L2156
2415,r&b,R1
2169,idw-publishing,I3142
9164,leg-of-lamb,L2145
3078,contraband,C5361
4967,detective-inspector,D3231
5071,death-of-wife,D31
9749,reference-to-shakespeare's-macbeth,R1652
1719,computer-programmer,C5136
1589,card-game,C6325
9345,lamb-curry,L5126
9922,veil,V4
2017,double-jeopardy,D1421
5417,convertible,C5163
242,kitchen,K325
8661,cop,C1
6962,cow,C
6126,brat,B63
8433,illegal-alien,I4245
24,photo-album,P3415
8443,red-cross,R3262
9396,hundred-dollar-bill,H5363
7992,oil-painting,O4153
8125,dead-woman-on-beach,D3512
2319,part-animation,P6353
5554,department-store,D1635
8669,con,C5
9960,negotiation,N235
6655,zoomerang,Z5652
7876,spear,S16
7678,western-spoof,W2365
2846,family-conflict,F5425
3130,giving-a-toast,G1523
5007,identifying-dead-body,I3531
7690,guest-register,G2362
6900,airbrush,A6162
7406,trickery,T626
3835,charm-bracelet,C6516
6661,dress-up,D621
1240,overbearing-mother,O1616
1776,title-ends-with-period,T3453
3297,real-life-situations,R4123
946,spontaneous-human-combustion,S1535
4747,radio-producer,R3163
2325,baltimore-colts,B4356
8650,arena,A65
3340,post-coital-scene,P2323
6044,police-helicopter,P4242
7252,reference-to-yosemite-sam,R1652
2797,all-points-bulletin,A4153
1814,wet-jeans,W3252
3763,clairvoyant,C4615
794,australian-shepherd,A2364
7159,wood-stove,W3231
7917,in-search-of-a-miracle,I5262
2137,physician,P25
9056,break-in,B625
84,cult-tv,C431
4490,station-wagon,S3525
4950,air,A6
2686,run-over-by-truck,R5161
5212,cricket-bat,C6231
3997,public-library,P1424
7188,reference-to-sophia-loren,R1652
5259,crooked-lawyer,C6234
7979,receptionist,R2135
4769,death-by-poison,D3125
6658,wrigley-field,W6241
1127,prison-cell,P6252
5534,hebrew,H16
7491,exile,E24
3244,swimming-pool,S5214
8344,ferrari-dino,F635
3445,ferdinand-marcos,F6353
3789,crawlspace,C6421
3368,baby-born,B165
3503,world-war-one-veteran,W6436
7714,old-maid-card-game,O4353
5128,stomach-contents,S3525
2397,bunny,B5
7519,wheel,W4
7420,raid,R3
627,balkan,B425
3617,rain,R5
1011,hand,H53
2175,fish-out-of-water,F2313
289,having-tea,H1523
7056,screen-test,S2653
3958,vermont,V653
9745,dishes,D2
2318,boston-accent,B2352
2358,hispanic,H2152
4709,client,C453
8333,chaika,C2
565,monaco,M52
5391,art-thief,A631
2287,post-it-note,P2353
5145,designer-drug,D2563
9392,counting-money,C5352
23,photo,P3
4703,victim,V235
6346,santa-barbara,S5316
3544,furniture-store,F6536
3640,cervix,C612
7731,cigarette-lighter,C2634
1025,photographer,P3261
1373,bill-clinton,B4245
1828,stabbed-to-death,S313
8752,acquitted-of-murder,A2315
353,behind-the-scenes,B5325
929,viking,V252
1604,maya,M
4304,intercom,I5362
6310,fishermen's-terminal,F2652
505,east-indian,E2353
8792,asian-servant,A2526
7996,arab,A61
3156,heart-surgery,H6326
1072,royal-wedding,R4352
6363,retreat,R363
7114,part-documentary,P6325
3356,social-issues,S242
9743,bouquet-of-roses,B2316
8394,anne-shirley,A5264
7931,husband-and-wife-sleuths,H2153
2547,the-muppets,T5132
8685,car-salesman,C6242
3278,night,N23
5722,working-wife,W6252
5390,antique,A532
8801,london-air-raid,L5356
4119,mood-swing,M3252
7503,bird-attack,B632
905,animal-in-title,A5453
2240,tv-studio,T123
7922,crematorium,C6536
4051,battle-of-wills,B3414
9352,elevator-stuck-between-floors,E4136
2103,arts-magazine,A6325
8031,marxist,M623
4326,pair-of-earrings,P6165
5006,house-painting,H2153
7193,police-officer-taken-hostage,P4212
2141,violinist,V4523
7906,global-warming,G4146
9945,string-quartet,S3652
1714,beating,B352
7766,civil-war,C146
5521,venus-the-planet,V5231
9978,female-assassin,F5425
5843,air-marshal,A6562
8024,das-kapital,D2134
5206,surveillance-camera,S6145
5500,voyager-probe,V2616
694,text-messaging,T2352
6234,illustration,I4236
480,music-band,M2153
4918,death-of-child,D3124
1441,wall-phone,W415
6680,trophy,T61
8924,pith-helmet,P3453
5406,"denton,-england",D5352
8373,rallying,R452
1398,diner,D56
639,moscow-russia,M262
8136,movie-theatre,M136
365,anime,A5
5881,leprechaun,L1625
7176,character-name-in-episode-title,C6236
8584,octopus,O2312
8066,year-1896,Y6
4474,mantle,M534
5540,religious-faith,R4213
1899,vise,V2
5341,telephone-number,T4151
1888,car-rollover,C6416
4165,pair-of-boots,P6132
8774,psychic-girl,P264
1327,john-f-kennedy,J5125
1725,deception,D2135
1000,hidden-treasure,H3536
9567,bookend,B253
4953,aviation-history,A1352
1732,fight,F23
6413,retirement-home,R3653
9987,conservation,C5261
7078,male-nudity,M453
1473,six-pack,S212
7544,wax,W2
4123,quarrel-between-couple,Q6413
2943,deaf,D1
2375,shot-to-death,S3
3955,ring-around-the-rosie,R5265
8489,dragonslayer,D6252
1877,stuffed-animal,S3135
9828,reference-to-cary-grant,R1652
